player_name,school,conference,position,height,height_inches,weight,class,season_year,games,minutes,minutes_pct,ppg,rpg,apg,usage_rate,ts_pct,three_pt_pct,three_pt_attempt_rate,ft_pct,off_rebound_rate,def_rebound_rate,assist_rate,turnover_rate,steal_rate,block_rate,offensive_rating,defensive_rating,bpm,vorp,previous_bpm,conf_strength,conf_strength_from,conf_strength_to,conf_upgrade,future_bpm,future_impact_score,transfer_success,transferred,school_destination,data_year,public_transfer_rank
Derek Lee,Austin Peay,WAC,PF,6-10,82,231,FR,2022,35,393.5842407763969,28.113160055456923,2.4,4.1,1.1,20.6,0.547,0.226,0.362,0.682,5.6,17.2,8.8,15.1,0.32,10.46,114.6,99.1,-0.05,-0.01,-0.05,0.7,0.7,0.77,0.07,0.48,52.9,1,1,Ohio State,2022,602
Kofi Campbell,Murray State,WAC,PF,6-8,80,195,FR,2024,35,189.37900303486066,13.52707164534719,2.7,4.3,1.8,24.0,0.48,0.209,0.178,0.66,7.5,16.3,14.8,18.7,2.44,3.47,99.0,90.8,1.65,0.16,1.65,0.7,0.7,0.69,-0.01,0.47,52.8,1,1,Butler,2024,603
Sean Jackson,Eastern Kentucky,Big Ten,G,6-2,74,200,R-JR,2022,25,294.0046366272999,29.40046366272999,7.4,3.2,4.3,18.0,0.466,0.309,0.289,0.725,5.8,12.0,35.6,15.2,3.87,1.73,117.2,100.7,-1.33,-0.2,-1.33,1.0,1.0,0.69,-0.31,0.47,52.8,1,1,Connecticut,2022,604
Mike Clark,Boise State,MAAC,PF,6-8,80,188,R-FR,2022,34,568.2633872460739,41.78407259162308,7.0,4.7,1.9,20.0,0.588,0.251,0.164,0.611,8.3,18.0,15.8,14.1,4.56,0.3,102.0,96.9,3.07,0.87,3.07,0.74,0.74,0.82,0.08,0.47,52.8,1,1,Stanford,2022,605
Paul Williams,Minnesota,OVC,SF,6-4,76,188,JR,2023,23,217.5614016178514,23.64797843672298,1.0,4.0,1.6,15.5,0.545,0.317,0.396,0.642,4.3,18.1,13.0,12.6,2.02,1.95,102.6,101.8,-0.26,-0.03,-0.26,0.69,0.69,0.86,0.17,0.46,52.8,1,1,Alabama,2023,606
Grant Thomas,Houston,Horizon,PF,6-6,78,197,R-FR,2024,24,210.16919179484862,21.892624145296733,8.5,5.6,1.4,22.0,0.426,0.319,0.312,0.759,9.9,21.0,11.8,15.2,0.67,3.35,95.5,101.2,1.57,0.17,1.57,0.71,0.71,0.86,0.15,0.45,52.7,1,1,Oregon,2024,607
Coleman Sanchez,SMU,MVC,SF,6-6,78,197,JR,2024,25,199.86199487307357,19.986199487307356,5.2,3.7,0.7,12.3,0.532,0.347,0.267,0.777,6.9,13.7,6.0,13.6,1.02,1.46,92.1,89.6,0.94,0.09,0.94,0.79,0.79,0.74,-0.05,0.45,52.7,1,1,Wake Forest,2024,608
Reed Robinson,DePaul,AAC,PG,6-2,74,169,JR,2023,30,415.29723640196767,34.6081030334973,4.3,2.9,2.8,19.6,0.519,0.385,0.36,0.786,3.7,12.4,23.5,25.2,1.9,1.85,116.5,92.6,-1.44,-0.3,-1.44,0.83,0.83,0.86,0.03,0.45,52.7,1,1,USC,2023,609
Eric Scott,William & Mary,AAC,W,6-8,80,211,R-JR,2020,28,193.22309755088622,17.252062281329124,8.6,3.6,1.6,21.6,0.513,0.246,0.21,0.783,4.9,15.4,13.3,14.7,2.73,0.94,104.9,94.6,-0.88,-0.08,-0.88,0.83,0.83,0.96,0.13,0.44,52.6,1,1,Georgetown,2020,610
Victor Wright,Vanderbilt,Sun Belt,SG,6-5,77,218,R-FR,2024,31,703.8640113848214,56.76322672458237,5.2,1.9,2.0,13.8,0.534,0.312,0.465,0.576,1.4,9.1,16.9,11.9,3.18,2.45,96.3,108.9,0.65,0.23,0.65,0.72,0.72,0.79,0.07,0.44,52.6,1,1,William & Mary,2024,611
Cole Phillips,Tennessee Tech,Horizon,G,6-1,73,191,R-FR,2023,30,397.16141966357355,33.09678497196446,10.4,0.7,2.4,22.2,0.524,0.315,0.538,0.653,1.1,2.9,20.3,24.3,1.74,0.12,112.8,95.3,1.59,0.32,1.59,0.71,0.71,0.74,0.03,0.44,52.6,1,1,Davidson,2023,612
Chris Hall,St. Bonaventure,AAC,PG,6-2,74,193,JR,2023,26,83.2,8.0,1.0,2.4,4.0,10.5,0.476,0.229,0.521,0.629,3.8,9.8,33.4,19.2,1.54,2.13,92.1,104.2,2.17,0.09,2.17,0.83,0.83,1.0,0.17,0.44,52.7,1,1,James Madison,2023,613
Blake Morgan,Eastern Kentucky,Sun Belt,C,6-10,82,199,JR,2022,22,137.73676656660902,15.651905291660114,7.3,2.6,1.8,18.3,0.526,0.295,0.17,0.654,7.6,7.1,15.0,9.8,2.64,0.3,103.4,100.6,2.49,0.17,2.49,0.72,0.72,1.0,0.28,0.44,52.6,1,1,Michigan State,2022,614
Blake Perez,Northwestern,CUSA,SF,6-6,78,188,JR,2022,27,428.2289911344926,39.650832512453015,4.6,3.7,1.4,17.7,0.52,0.32,0.246,0.628,2.8,18.1,12.0,5.0,2.46,0.7,110.0,97.4,1.95,0.42,1.95,0.74,0.74,0.98,0.24,0.44,52.7,1,1,Iowa,2022,615
Xavier Reed,Eastern Kentucky,Big 12,C,6-9,81,236,R-FR,2020,19,166.73687943707705,21.93906308382593,16.0,4.6,1.0,23.8,0.518,0.411,0.165,0.669,12.4,13.4,8.1,12.0,2.13,7.7,114.6,94.8,-1.22,-0.1,-1.22,0.98,0.98,0.94,-0.04,0.43,52.6,1,1,Xavier,2020,616
Derek Edwards,Butler,MAC,SF,6-8,80,194,R-FR,2023,26,559.6711213040733,53.81453089462242,1.0,2.9,1.8,10.1,0.547,0.3,0.552,0.778,7.2,8.7,15.1,12.4,2.54,2.38,112.5,105.2,0.68,0.19,0.68,0.76,0.76,0.76,0.0,0.43,52.6,1,1,Boise State,2023,617
Sam Wright,Texas,OVC,SF,6-5,77,207,SR,2024,23,390.30674699213114,42.42464641218817,5.4,3.5,0.9,19.6,0.513,0.332,0.29,0.799,10.9,8.6,7.5,12.2,3.61,1.24,113.2,93.8,2.48,0.48,2.48,0.69,0.69,0.96,0.27,0.42,52.5,1,1,Houston,2024,618
Will Hall,Butler,A-10,SG,6-3,75,204,JR,2022,24,85.25330942493078,8.880553065096954,5.4,1.9,1.9,18.0,0.553,0.357,0.27,0.741,3.8,6.8,16.2,12.2,0.97,2.05,114.4,102.1,1.01,0.04,1.01,0.86,0.86,0.71,-0.15,0.41,52.5,1,1,Baylor,2022,619
Trevion Baker,Oregon,WAC,W,6-3,75,267,R-FR,2023,24,359.4303469371703,37.44066113928857,8.3,3.7,1.6,12.5,0.6,0.278,0.545,0.847,10.5,9.9,13.6,15.3,2.65,2.57,115.6,114.8,1.62,0.29,1.62,0.7,0.7,0.98,0.28,0.41,52.5,1,1,James Madison,2023,620
Xavier Morris,Michigan State,Big 12,G,6-2,74,250,R-FR,2024,29,193.00868430563068,16.638679681519886,2.6,2.5,3.1,13.7,0.512,0.365,0.358,0.729,2.8,11.0,26.0,20.0,0.3,1.06,89.1,89.1,0.79,0.08,0.79,0.98,0.98,0.76,-0.22,0.4,52.4,1,1,Gonzaga,2024,621
Malik Robinson,Kansas,CUSA,C,6-10,82,240,SO,2022,30,285.2886303892576,23.774052532438137,6.6,3.2,0.9,14.8,0.614,0.261,0.094,0.564,3.2,14.3,7.4,17.0,3.19,2.45,118.5,94.2,-0.78,-0.11,-0.78,0.74,0.74,0.96,0.22,0.4,52.4,1,1,BYU,2022,622
Kyle Martin,Louisville,ACC,G,6-2,74,243,R-FR,2024,30,591.0399900353217,49.25333250294347,3.7,2.1,3.9,14.7,0.523,0.404,0.317,0.709,3.1,8.5,32.4,20.9,2.54,1.41,113.9,97.0,-0.61,-0.18,-0.61,0.94,0.94,0.72,-0.22,0.4,52.4,1,1,Richmond,2024,623
Mike Turner,Vanderbilt,MAC,SF,6-4,76,208,JR,2023,27,201.8874702964345,18.693284286706895,2.2,3.7,1.4,21.9,0.553,0.371,0.202,0.636,10.3,10.4,11.7,14.5,2.42,0.5,91.2,97.0,-0.42,-0.04,-0.42,0.76,0.76,0.71,-0.05,0.4,52.4,1,1,Duke,2023,624
Sam Harris,Murray State,Ivy,W,6-6,78,187,R-JR,2024,35,452.62321126745235,32.33022937624659,12.7,4.3,1.7,23.5,0.554,0.332,0.319,0.894,8.6,15.4,14.1,11.7,3.28,1.19,111.7,102.9,0.47,0.11,0.47,0.71,0.71,0.69,-0.02,0.4,52.4,1,1,Maryland,2024,625
Jaylen Davis,UNLV,Ivy,SF,6-7,79,223,SO,2020,32,165.00147494492114,12.890740230071964,1.8,4.2,1.3,15.1,0.417,0.295,0.413,0.629,9.3,14.0,10.6,18.0,1.81,0.91,115.5,84.4,-1.07,-0.09,-1.07,0.71,0.71,0.72,0.01,0.39,52.3,1,1,George Mason,2020,626
Elijah Green,St. John's,A-10,W,6-8,80,203,R-FR,2023,31,357.55003686332003,28.834680392203225,8.8,4.9,1.1,25.1,0.543,0.224,0.26,0.692,6.7,20.4,9.1,11.2,1.78,0.75,103.8,98.8,1.65,0.29,1.65,0.86,0.86,0.72,-0.14,0.39,52.3,1,1,George Mason,2023,627
Jalen Allen,Iowa,Ivy,G,6-2,74,190,R-SO,2023,23,230.5511654288677,25.05990928574649,5.2,1.7,1.6,24.7,0.555,0.353,0.391,0.63,3.2,6.1,13.1,23.6,1.17,0.1,121.6,88.7,-1.6,-0.18,-1.6,0.71,0.71,0.83,0.12,0.39,52.4,1,1,William & Mary,2023,628
Patrick Scott,Baylor,Big 12,C,6-8,80,192,SR,2021,27,86.4,8.0,4.4,5.1,1.3,23.0,0.523,0.367,0.299,0.79,5.0,23.6,10.5,7.5,3.28,2.32,102.2,107.4,0.45,0.02,0.45,0.98,0.98,0.72,-0.26,0.38,52.3,1,1,Saint Mary's,2021,629
Reed Allen,Mississippi State,Big 12,W,6-6,78,186,SO,2022,28,192.2715559113593,17.167103206371365,1.0,2.7,1.4,10.4,0.61,0.35,0.174,0.643,4.6,10.3,11.3,14.0,1.66,0.1,118.4,102.6,0.92,0.09,0.92,0.98,0.98,0.96,-0.02,0.38,52.3,1,1,James Madison,2022,630
Sean Allen,Villanova,OVC,PG,6-1,73,192,R-FR,2022,24,303.6432933067894,31.629509719457232,11.8,2.5,2.6,19.1,0.525,0.374,0.414,0.734,4.0,9.7,22.0,7.6,2.71,0.59,109.8,101.5,1.53,0.23,1.53,0.69,0.69,0.76,0.07,0.38,52.3,1,1,Stanford,2022,631
Jalen Anderson,Notre Dame,Big Ten,G,6-4,76,186,R-JR,2022,25,231.25264657889832,23.125264657889833,8.3,2.0,1.5,28.4,0.482,0.309,0.551,0.661,1.7,9.2,12.9,21.3,2.06,0.95,103.5,109.8,-1.15,-0.13,-1.15,1.0,1.0,0.98,-0.02,0.38,52.3,1,1,Murray State,2022,632
Vince Stewart,Creighton,SEC,PF,6-8,80,211,JR,2020,35,693.334277345622,49.52387695325872,2.9,4.8,0.8,14.4,0.545,0.317,0.111,0.679,11.5,15.2,6.5,15.4,1.38,3.73,110.2,101.6,0.72,0.25,0.72,0.96,0.96,0.83,-0.13,0.37,52.2,1,1,Georgia,2020,633
Evan Anderson,Virginia,Big 12,G,6-4,76,214,R-FR,2021,26,116.16893167540141,11.170089584173212,2.0,2.2,1.7,21.9,0.493,0.332,0.521,0.723,3.4,8.7,14.0,16.1,1.53,2.26,116.7,97.6,-1.31,-0.08,-1.31,0.98,0.98,0.71,-0.27,0.37,52.2,1,1,Tulsa,2021,634
Malik Cook,Murray State,CAA,W,6-8,80,219,JR,2020,28,196.44832292096865,17.540028832229343,6.7,2.8,1.6,21.5,0.456,0.37,0.197,0.643,4.2,11.1,13.2,17.6,3.18,0.69,114.7,107.2,0.64,0.06,0.64,0.77,0.77,0.72,-0.05,0.36,52.1,1,1,Florida,2020,635
Ivan Lopez,Baylor,MAC,C,7-0,84,202,R-FR,2022,25,175.2027075154773,17.52027075154773,6.1,3.8,1.2,15.8,0.522,0.399,0.162,0.77,5.4,15.9,10.1,13.4,3.06,1.19,131.3,108.4,-1.02,-0.09,-1.02,0.76,0.76,0.74,-0.02,0.36,52.2,1,1,Purdue,2022,636
Coleman Martin,Syracuse,CUSA,W,6-5,77,206,JR,2020,36,221.96045859156115,15.41392073552508,7.7,2.6,1.8,17.3,0.502,0.346,0.416,0.694,2.6,12.0,14.7,15.3,2.46,1.69,101.4,114.3,-0.56,-0.06,-0.56,0.74,0.74,0.74,0.0,0.36,52.1,1,1,Cincinnati,2020,637
DeShawn Johnson,Virginia,Big Ten,PG,6-0,72,205,R-SO,2023,21,186.81753894832443,22.24018320813386,4.6,2.7,1.3,12.2,0.528,0.291,0.388,0.484,2.1,12.7,10.7,14.6,2.79,2.32,111.0,96.9,1.73,0.16,1.73,1.0,1.0,1.0,0.0,0.36,52.2,1,1,Syracuse,2023,638
Uriah Campbell,Seton Hall,Big Ten,F,6-7,79,176,R-FR,2024,27,474.8565855729473,43.968202367865494,1.9,6.7,0.6,10.0,0.548,0.267,0.283,0.694,12.9,24.1,5.2,14.9,1.21,1.55,116.2,93.0,0.82,0.19,0.82,1.0,1.0,1.0,0.0,0.36,52.1,1,1,Minnesota,2024,639
Mike Rivera,LSU,Horizon,G,6-1,73,216,R-JR,2021,26,397.0306249170813,38.17602162664243,3.6,0.9,2.6,15.8,0.58,0.385,0.16,0.73,1.3,4.0,21.6,11.9,2.97,1.14,112.4,98.8,0.4,0.08,0.4,0.71,0.71,0.74,0.03,0.35,52.1,1,1,Oregon,2021,640
Flynn Moore,Villanova,Big East,C,6-11,83,186,R-JR,2024,28,315.61986451820894,28.180345046268656,1.0,4.2,1.0,16.4,0.456,0.21,0.198,0.669,9.8,13.5,8.3,8.7,2.39,0.42,110.3,96.6,-1.34,-0.21,-1.34,0.93,0.93,0.82,-0.11,0.35,52.1,1,1,Wisconsin,2024,641
Ben Nelson,Houston,MAAC,SF,6-7,79,171,R-JR,2021,28,260.30724027574433,23.241717881762884,2.6,5.1,2.5,17.9,0.536,0.401,0.744,0.604,7.8,20.4,21.2,11.2,1.87,0.1,106.2,95.8,0.92,0.12,0.92,0.74,0.74,0.98,0.24,0.34,52.0,1,1,Eastern Kentucky,2021,642
Nathan Taylor,Iowa State,ACC,F,6-5,77,183,R-JR,2020,33,308.1875197051816,23.347539371604668,16.6,3.5,2.0,26.4,0.532,0.231,0.084,0.749,8.7,10.8,16.5,18.1,2.39,0.81,105.3,100.6,2.82,0.43,2.82,0.94,0.94,0.74,-0.2,0.33,52.0,1,1,UNLV,2020,643
Jalen Jackson,St. John's,CAA,C,6-11,83,199,R-JR,2020,35,180.8325910827676,12.916613648769115,4.4,3.2,0.6,14.9,0.531,0.233,0.0,0.728,7.2,10.4,5.1,9.8,1.33,10.87,118.5,91.2,-0.17,-0.02,-0.17,0.77,0.77,0.71,-0.06,0.33,52.0,1,1,Louisville,2020,644
Jaylen Taylor,Virginia,WAC,W,6-7,79,198,R-JR,2022,29,176.91416720154393,15.251221310477924,4.7,2.7,2.0,24.4,0.524,0.361,0.434,0.77,5.2,9.9,16.3,11.9,2.07,0.1,110.9,93.6,-0.69,-0.06,-0.69,0.7,0.7,0.83,0.13,0.33,52.0,1,1,Seton Hall,2022,645
Victor Roberts,USC,Horizon,SG,6-1,73,219,R-JR,2024,19,207.75901877812845,27.336712997122163,3.9,1.3,1.6,18.6,0.555,0.333,0.294,0.766,2.8,4.6,13.4,9.9,2.22,2.18,112.6,101.8,1.02,0.11,1.02,0.71,0.71,0.94,0.23,0.32,51.9,1,1,LSU,2024,646
Kofi Clark,Dayton,A-10,PG,5-10,70,177,SO,2020,33,262.129579288163,19.858301461224467,3.2,1.3,2.9,13.1,0.554,0.379,0.396,0.603,1.7,5.5,24.4,27.6,2.18,0.96,110.9,97.9,-0.1,-0.01,-0.1,0.86,0.86,0.71,-0.15,0.32,51.9,1,1,Utah State,2020,647
Sean Adams,Notre Dame,Sun Belt,C,6-9,81,218,SR,2024,25,422.44985744553185,42.24498574455318,5.6,4.5,0.6,18.9,0.427,0.229,0.09,0.478,2.8,22.0,5.3,16.0,1.48,5.72,106.5,103.0,-2.48,-0.52,-2.48,0.72,0.72,1.0,0.28,0.32,51.9,1,1,Miami,2024,648
Reed Edwards,Louisville,Big Ten,W,6-6,78,191,SR,2022,29,175.7091298142954,15.147338777094433,13.3,2.4,2.1,25.0,0.501,0.476,0.337,0.579,4.3,9.0,17.4,16.3,2.77,1.4,107.5,103.7,1.55,0.14,1.55,1.0,1.0,0.86,-0.14,0.32,51.9,1,1,Duke,2022,649
Cade Moore,Maryland,OVC,W,6-9,81,165,SR,2023,23,456.68336996990126,49.639496735858835,9.8,1.6,2.0,17.0,0.49,0.436,0.352,0.651,0.5,8.4,16.6,16.1,1.55,0.9,124.7,115.4,0.61,0.14,0.61,0.69,0.69,0.7,0.01,0.32,51.9,1,1,Duquesne,2023,650
Blake Morris,Tennessee,CUSA,SF,6-5,77,241,R-JR,2023,35,112.00000000000001,8.0,3.5,3.2,2.2,14.1,0.587,0.419,0.179,0.586,5.0,12.7,18.4,13.6,1.14,2.57,110.4,102.9,1.66,0.09,1.66,0.74,0.74,0.72,-0.02,0.31,51.9,1,1,Duquesne,2023,651
Sean Davis,Davidson,SEC,PG,5-11,71,219,JR,2020,30,96.0,8.0,11.8,2.0,2.0,22.6,0.431,0.394,0.224,0.634,4.0,7.1,16.5,14.4,4.62,1.0,112.7,102.1,1.13,0.05,1.13,0.96,0.96,0.96,0.0,0.31,51.9,1,1,Mississippi State,2020,652
Luka Green,TCU,Sun Belt,C,6-8,80,182,R-JR,2024,32,340.5887929227856,26.608499447092626,6.0,5.3,1.7,22.2,0.501,0.187,0.111,0.706,11.5,18.2,14.5,10.7,1.27,9.18,97.9,94.7,-0.37,-0.06,-0.37,0.72,0.72,0.98,0.26,0.3,51.8,1,1,Clemson,2024,653
Andrej Morris,Murray State,WCC,W,6-5,77,218,R-FR,2023,32,438.6231074501253,34.26743026954104,7.9,4.0,0.4,25.6,0.583,0.29,0.125,0.743,8.4,13.9,3.5,22.1,1.66,2.34,96.3,107.0,1.68,0.37,1.68,0.82,0.82,0.77,-0.05,0.3,51.8,1,1,Notre Dame,2023,654
Ivan White,Boston College,OVC,W,6-8,80,230,SR,2024,27,169.5171561760015,15.696032979259396,2.3,2.9,2.0,10.0,0.507,0.276,0.412,0.69,1.1,15.2,17.0,23.3,3.96,0.65,109.1,99.4,1.04,0.09,1.04,0.69,0.69,0.76,0.07,0.29,51.7,1,1,Michigan,2024,655
Sean Baker,LSU,WCC,F,6-6,78,214,JR,2023,24,480.47168337952684,50.04913368536737,9.6,6.9,2.0,22.3,0.518,0.197,0.062,0.643,11.2,27.2,16.4,16.5,0.96,0.62,121.5,107.9,1.91,0.46,1.91,0.82,0.82,0.72,-0.1,0.29,51.7,1,1,James Madison,2023,656
Xavier Parker,Cincinnati,SEC,SF,6-7,79,205,SO,2023,33,387.08788155632715,29.32483951184297,4.8,3.0,1.4,22.6,0.523,0.281,0.319,0.621,5.3,11.2,11.4,16.5,1.13,0.1,105.9,111.1,0.01,0.0,0.01,0.96,0.96,0.77,-0.19,0.28,51.7,1,1,Connecticut,2023,657
Ben Roberts,UNLV,Horizon,C,6-10,82,205,JR,2023,33,414.5620130717848,31.40621311149885,13.3,5.1,1.2,20.5,0.487,0.18,0.01,0.529,11.9,16.4,9.9,13.8,3.01,9.51,109.4,94.9,0.42,0.09,0.42,0.71,0.71,1.0,0.29,0.28,51.7,1,1,James Madison,2023,658
Todd Evans,Ohio State,CAA,SG,6-3,75,193,R-JR,2022,25,118.63927149853592,11.863927149853591,1.0,2.8,1.7,13.1,0.501,0.332,0.203,0.825,4.4,11.2,14.3,15.0,1.93,1.95,122.4,92.5,-0.9,-0.05,-0.9,0.77,0.77,0.72,-0.05,0.28,51.7,1,1,Saint Mary's,2022,659
Isaiah Taylor,Syracuse,Sun Belt,SG,6-5,77,237,R-FR,2024,32,485.43776744091633,37.924825581321585,6.2,2.3,2.0,23.1,0.582,0.479,0.381,0.564,2.4,10.4,16.3,9.9,1.86,0.69,106.3,98.6,0.47,0.11,0.47,0.72,0.72,0.7,-0.02,0.28,51.7,1,1,Fordham,2024,660
Brandon Bell,James Madison,Big Ten,SG,6-6,78,238,R-JR,2021,29,369.5566695973013,31.858333585974254,6.6,3.4,1.7,17.7,0.552,0.354,0.204,0.555,1.8,17.3,13.9,17.4,3.39,1.19,122.9,101.0,1.75,0.32,1.75,1.0,1.0,0.94,-0.06,0.27,51.6,1,1,Stanford,2021,661
Henry Hernandez,Iowa State,A-10,PF,6-7,79,205,R-JR,2024,21,275.08753908996016,32.74851655832859,8.0,4.7,0.7,28.3,0.44,0.406,0.155,0.666,13.6,12.5,5.4,14.3,1.81,4.49,107.5,100.6,1.61,0.22,1.61,0.86,0.86,0.77,-0.09,0.26,51.6,1,1,Rutgers,2024,662
Max Evans,Tulsa,CAA,G,6-4,76,183,R-FR,2023,20,153.13520466528738,19.141900583160922,12.0,2.4,2.7,27.7,0.544,0.338,0.365,0.689,1.7,11.5,22.7,7.1,3.4,2.45,115.7,82.4,-0.35,-0.03,-0.35,0.77,0.77,0.96,0.19,0.26,51.6,1,1,Virginia Tech,2023,663
Ivan Walker,St. John's,CUSA,F,6-8,80,230,JR,2024,25,108.68965498999319,10.86896549899932,4.3,4.0,1.3,20.8,0.512,0.374,0.089,0.584,7.1,15.0,11.2,17.3,3.64,2.59,105.7,98.1,-0.06,-0.0,-0.06,0.74,0.74,0.76,0.02,0.26,51.6,1,1,Oklahoma,2024,664
Chris Gonzalez,Villanova,MVC,PF,6-5,77,202,R-JR,2021,17,343.5639413078227,50.524109015856276,10.9,4.8,1.5,23.3,0.455,0.223,0.049,0.658,5.8,21.2,12.6,12.3,3.25,1.03,109.7,106.9,0.93,0.16,0.93,0.79,0.79,0.74,-0.05,0.26,51.6,1,1,Tennessee Tech,2021,665
Todd Adams,Ohio State,WAC,SF,6-5,77,223,R-FR,2024,17,281.92078027120215,41.45893827517679,8.5,4.6,1.4,21.2,0.519,0.393,0.468,0.764,7.7,17.8,11.6,9.9,1.24,2.11,107.9,95.5,1.21,0.17,1.21,0.7,0.7,0.79,0.09,0.25,51.5,1,1,Minnesota,2024,666
Sean Mitchell,James Madison,A-10,F,6-6,78,217,R-JR,2023,21,255.74540579006197,30.445881641674045,7.4,4.7,1.7,24.6,0.484,0.226,0.143,0.713,11.0,15.3,14.0,10.4,2.68,1.31,115.6,110.7,-1.09,-0.14,-1.09,0.86,0.86,0.98,0.12,0.24,51.5,1,1,Boise State,2023,667
Sean Thompson,Utah State,CUSA,SG,6-5,77,194,FR,2021,37,566.4494197586338,38.27360944315093,3.5,1.5,1.1,27.7,0.459,0.236,0.411,0.643,1.8,6.5,9.4,9.0,1.76,1.62,118.5,100.8,0.08,0.02,0.08,0.74,0.74,1.0,0.26,0.24,51.5,1,1,St. Bonaventure,2021,668
Sean Green,Saint Louis,CAA,SF,6-2,74,184,SR,2023,29,655.6201580787957,56.518979144723765,3.6,1.9,2.9,22.5,0.533,0.383,0.448,0.725,7.3,3.0,24.4,20.4,2.42,0.1,120.4,94.8,0.65,0.21,0.65,0.77,0.77,0.94,0.17,0.23,51.4,1,1,Creighton,2023,669
Tyrese Gonzalez,Oregon,MAC,PG,6-1,73,173,R-FR,2024,29,180.03742591888152,15.520467751627718,6.4,2.1,3.5,24.3,0.543,0.276,0.202,0.658,3.5,8.0,29.6,13.8,1.95,1.42,109.8,102.5,2.1,0.19,2.1,0.76,0.76,0.74,-0.02,0.22,51.3,1,1,Alabama,2024,670
Andrej Lee,Houston,Sun Belt,SG,6-3,75,199,R-JR,2024,27,397.6283816309855,36.81744274360977,7.5,1.1,0.6,23.9,0.5,0.397,0.37,0.887,2.2,3.8,5.4,7.2,1.79,1.27,115.5,98.9,-0.14,-0.03,-0.14,0.72,0.72,0.86,0.14,0.22,51.3,1,1,St. Bonaventure,2024,671
Patrick Morgan,Eastern Kentucky,Sun Belt,C,6-9,81,215,SR,2024,25,594.0050199412597,59.40050199412596,9.9,5.2,0.9,20.8,0.543,0.199,0.003,0.693,1.7,27.2,7.6,10.4,3.42,4.15,116.1,95.7,-0.09,-0.03,-0.09,0.72,0.72,0.71,-0.01,0.22,51.3,1,1,Duke,2024,672
Derek Harris,Gonzaga,Ivy,W,6-7,79,194,R-FR,2024,26,83.2,8.0,11.7,2.3,2.1,22.5,0.456,0.379,0.054,0.63,6.4,6.4,17.9,18.2,2.04,0.73,90.6,104.0,2.05,0.09,2.05,0.71,0.71,1.0,0.29,0.22,51.3,1,1,Ohio State,2024,673
Cameron Anderson,LSU,MVC,C,6-8,80,221,FR,2023,25,333.29695932315065,33.32969593231506,5.2,5.6,0.6,18.7,0.626,0.325,0.086,0.784,11.1,20.1,4.9,9.4,3.89,2.59,117.7,93.2,2.22,0.37,2.22,0.79,0.79,0.7,-0.09,0.21,51.3,1,1,North Carolina,2023,674
Isaiah Parker,Gonzaga,OVC,G,6-4,76,232,R-JR,2024,32,164.27452106045973,12.833946957848415,2.0,1.7,2.4,21.4,0.489,0.302,0.572,0.647,4.6,4.9,19.9,25.0,2.37,3.77,107.6,100.8,2.45,0.2,2.45,0.69,0.69,0.94,0.25,0.2,51.2,1,1,Eastern Kentucky,2024,675
Isaiah Campbell,Wake Forest,AAC,C,6-11,83,196,JR,2020,24,139.92679415903478,14.575707724899456,9.9,4.1,1.9,20.8,0.713,0.347,0.019,0.766,7.6,15.3,16.0,17.4,2.17,5.12,111.2,91.8,1.97,0.14,1.97,0.83,0.83,0.93,0.1,0.19,51.2,1,1,Saint Louis,2020,676
Evan Phillips,Virginia,Big Ten,C,6-10,82,176,JR,2020,30,457.01362191548935,38.08446849295745,1.0,4.8,1.5,17.7,0.533,0.262,0.045,0.664,9.5,17.0,12.2,12.9,2.39,2.33,100.8,91.2,1.73,0.4,1.73,1.0,1.0,0.98,-0.02,0.18,51.1,1,1,Saint Mary's,2020,677
Darius Turner,Xavier,MAAC,C,6-9,81,211,R-JR,2021,18,57.599999999999994,8.0,8.3,5.7,1.8,16.8,0.49,0.248,0.353,0.711,11.2,20.6,15.0,9.7,2.77,3.95,100.9,91.7,-1.13,-0.03,-1.13,0.74,0.74,0.83,0.09,0.18,51.1,1,1,DePaul,2021,678
Sam Collins,USC,ACC,C,6-10,82,212,FR,2020,34,108.80000000000001,8.0,10.3,5.1,0.2,22.8,0.589,0.35,0.247,0.759,6.5,22.0,1.0,11.4,3.11,8.16,115.1,105.4,-0.31,-0.02,-0.31,0.94,0.94,0.82,-0.12,0.18,51.1,1,1,Creighton,2020,679
Cole Nelson,Minnesota,Big 12,SF,6-6,78,231,R-JR,2023,32,568.3555921461352,44.402780636416814,3.8,3.6,0.7,15.9,0.504,0.364,0.503,0.742,5.3,14.7,5.8,16.9,1.99,2.61,111.4,101.7,-0.24,-0.07,-0.24,0.98,0.98,0.74,-0.24,0.18,51.1,1,1,Belmont,2023,680
Malik Parker,Eastern Kentucky,MAAC,SF,6-3,75,199,SO,2023,16,155.76509216642228,24.338295651003484,5.0,2.7,2.7,19.0,0.546,0.306,0.58,0.701,3.2,11.9,22.6,13.5,3.01,0.78,114.9,100.3,-0.68,-0.05,-0.68,0.74,0.74,0.71,-0.03,0.17,51.0,1,1,George Mason,2023,681
Patrick Martin,Wichita State,ACC,PF,6-7,79,219,FR,2023,23,131.65259960151158,14.310065174077348,3.9,4.0,1.2,24.2,0.497,0.3,0.0,0.58,2.5,19.6,9.6,12.4,2.32,2.6,111.3,106.8,-0.07,-0.0,-0.07,0.94,0.94,0.94,0.0,0.17,51.0,1,1,Air Force,2023,682
